,count,dep,deprel,head,lang,left_dist,right_dist
7301,1,DET,dep,ADJ,french,0,7
7302,5,VERB,mwe,ADP,french,0,7
7303,1,NOUN,mwe,ADJ,french,0,1
7304,2,ADP,mark,X,french,4,0
7305,100,VERB,parataxis,NOUN,french,36,1053
7306,8,PRON,expl,ADJ,french,20,0
7307,13,VERB,cop,SYM,french,45,0
7308,12,SCONJ,case,NOUN,french,25,2
7309,28,VERB,acl:relcl,VERB,french,5,259
7310,30,ADP,mark,NOUN,french,130,0
7311,12,SYM,root,ROOT,french,0,182
7312,2,PUNCT,conj,VERB,french,0,35
7313,6,X,compound,NUM,french,9,1
7314,1,VERB,advcl,SYM,french,0,16
7315,2,ADJ,compound,PROPN,french,0,2
7316,1576,CONJ,cc,PROPN,french,21,5982
7317,2,X,dep,VERB,french,13,2
7318,2,VERB,det,NOUN,french,4,0
7319,1,PROPN,nsubj,ADP,french,0,2
7320,507,ADP,mwe,ADV,french,278,265
7321,54,PRON,expl,PRON,french,49,15
7322,20,NOUN,nsubj,NUM,french,126,0
7323,134,NOUN,nmod,SYM,french,81,398
7324,7,VERB,acl,ADP,french,0,14
7325,1,SCONJ,mark,INTJ,french,1,0
7326,3,PROPN,parataxis,NOUN,french,7,27
7327,3,ADJ,amod,SYM,french,2,2
7328,14,NOUN,mark,VERB,french,55,0
7329,1,SYM,conj,X,french,0,2
7330,575,ADP,case,X,french,1063,8
7331,14,CONJ,cc,SYM,french,0,108
7332,8,ADV,case,ADJ,french,16,0
7333,2,SCONJ,conj,VERB,french,0,15
7334,2,PRON,dobj,PRON,french,0,2
7335,1,SYM,nummod,NOUN,french,2,0
7336,26,ADP,mark,ADJ,french,94,0
7337,1,NOUN,nsubj,INTJ,french,3,0
7338,2,VERB,advcl,ADP,french,0,4
7339,2,X,nummod,NUM,french,0,4
7340,47,ADJ,nmod,NOUN,french,8,130
7341,1,ADJ,acl:relcl,ADJ,french,0,22
7342,1,PRON,iobj,PRON,french,4,0
7343,2,PROPN,conj,PUNCT,french,0,3
7344,22,NUM,appos,PROPN,french,0,66
7345,8,DET,compound,PROPN,french,8,0
7346,29,SCONJ,mark,PRON,french,66,0
7347,14,NOUN,advcl,NOUN,french,57,136
7348,104,ADV,cc,NOUN,french,56,619
7349,5032,NOUN,conj,NOUN,french,14,38277
7350,60,PROPN,acl,NOUN,french,38,317
7351,2,ADV,cc,ADP,french,0,28
7352,14,PRON,mwe,NOUN,french,3,21
7353,29,PRON,conj,VERB,french,7,330
7354,1,INTJ,discourse,PRON,french,4,0
7355,4,SCONJ,advmod,ADJ,french,5,0
7356,1,ADV,det,PRON,french,1,0
7357,2,ADP,advmod,PROPN,french,8,0
7358,3,SCONJ,expl,ADJ,french,2,2
7359,3,ADJ,ccomp,ADJ,french,0,20
7360,7,NOUN,nmod,DET,french,0,9
7361,2,ADJ,ccomp,ADV,french,0,9
7362,10,ADJ,ccomp,NOUN,french,0,76
7363,1,X,aux,VERB,french,2,0
7364,1,PRON,nsubj,SYM,french,4,0
7365,2,X,advcl,VERB,french,0,52
7366,50,X,conj,PROPN,french,0,460
7367,2,ADJ,conj,ADV,french,0,27
7368,10,PROPN,conj,ADJ,french,9,47
7369,9,NOUN,acl,PRON,french,53,14
7370,1,DET,advmod,NOUN,french,1,0
7371,1,ADJ,case,VERB,french,3,0
7372,55,ADJ,amod,X,french,18,77
7373,10,DET,det,SYM,french,19,0
7374,3,ADP,expl,X,french,3,0
7375,2,ADP,root,ROOT,french,0,2
7376,3,NUM,appos,PRON,french,12,10
7377,34,PRON,iobj,NOUN,french,152,0
7378,15,ADP,compound,PROPN,french,13,5
7379,257,PRON,expl,VERB,french,301,93
7380,2,ADP,cc,VERB,french,3,5
7381,563,ADP,mwe,NOUN,french,478,228
7382,1,PART,dep,PRON,french,2,0
7383,1,NOUN,advcl,NUM,french,0,9
7384,1,ADV,appos,PRON,french,2,0
7385,6,SCONJ,mwe,ADJ,french,1,5
7386,169,DET,dep,VERB,french,81,307
7387,1,AUX,nsubj,NOUN,french,3,0
7388,19,X,nmod,PROPN,french,5,83
7389,320,VERB,acl:relcl,PRON,french,0,1044
7390,2,PROPN,nmod,PUNCT,french,0,8
7391,1,NUM,ccomp,INTJ,french,0,6
7392,1,ADJ,dep,VERB,french,0,12
7393,1,DET,advcl,NOUN,french,1,0
7394,2,ADJ,mwe,ADV,french,1,2
7395,12608,PUNCT,punct,NOUN,french,6303,89019
7396,127,VERB,advcl,ADJ,french,389,646
7397,1,PRON,dobj,ADP,french,0,2
7398,8,NOUN,dobj,ADJ,french,5,15
7399,1,DET,conj,NUM,french,0,2
7400,1,ADV,conj,CONJ,french,0,1
7401,1,PROPN,cop,NOUN,french,4,0
7402,1,X,acl:relcl,NOUN,french,0,8
7403,13,SYM,compound,PROPN,french,12,4
7404,19,SCONJ,cc,ADJ,french,11,31
7405,1,NUM,mwe,PROPN,french,2,0
7406,1,PUNCT,case,NOUN,french,1,0
7407,1,PRON,dep,PROPN,french,4,0
7408,94,ADV,advmod,PRON,french,151,68
7409,6,NUM,appos,NUM,french,0,23
7410,2,VERB,acl,INTJ,french,0,4
7411,5,VERB,ccomp,PRON,french,0,32
7412,1,ADJ,aux,ADP,french,0,4
7413,3,CONJ,cc,AUX,french,0,18
7414,13,NOUN,nsubjpass,PROPN,french,49,3
7415,1,NOUN,csubj,VERB,french,0,7
7416,1,VERB,appos,X,french,0,6
7417,3,PROPN,ccomp,NOUN,french,0,28
7418,8,NOUN,mwe,ADV,french,2,14
7419,8,ADV,neg,PROPN,french,13,23
7420,4,SYM,nmod,PROPN,french,0,21
7421,1,PART,neg,ADJ,french,5,0
7422,121,ADV,neg,NOUN,french,319,12
7423,2,PROPN,advcl,VERB,french,0,24
7424,1,NOUN,mwe,PRON,french,0,2
7425,42,PROPN,acl,PROPN,french,0,244
7426,1,NUM,appos,X,french,0,2
7427,2,VERB,acl:relcl,ADP,french,0,11
7428,4,SCONJ,advmod,VERB,french,16,1
7429,1,NUM,conj,ADV,french,0,2
7430,6,INTJ,compound,NOUN,french,8,0
7431,489,PUNCT,punct,PRON,french,335,4253
7432,46,SCONJ,expl,VERB,french,30,61
7433,142,ADP,expl,NUM,french,3,143
7434,46,NOUN,conj,X,french,1,237
7435,1,ADP,dep,PROPN,french,2,0
7436,1,NUM,conj,ADP,french,0,46
7437,2,NOUN,acl,X,french,0,8
7438,14,NOUN,advmod,ADJ,french,30,10
7439,20,VERB,ccomp,ADV,french,0,102
7440,3,NOUN,nsubj,ADP,french,0,10
7441,2,X,advmod,PROPN,french,6,16
7442,24,ADJ,parataxis,VERB,french,0,372
7443,1,X,advcl,ADJ,french,0,3
7444,1,PART,mwe,NUM,french,0,2
7445,202,PROPN,nsubjpass,VERB,french,760,2
7446,2,X,nummod,SYM,french,2,0
7447,10,NOUN,advcl,ADJ,french,15,75
7448,6,PRON,acl:relcl,PRON,french,0,9
7449,1,ADJ,case,PROPN,french,3,0
7450,1,VERB,mwe,SCONJ,french,1,0
7451,2988,CONJ,cc,VERB,french,1785,20303
7452,11,ADJ,mwe,ADP,french,5,10
7453,133,PUNCT,punct,SYM,french,168,515
7454,1,PRON,dep,ADV,french,1,0
7455,38,DET,det,ADP,french,1,157
7456,11,ADP,dep,VERB,french,8,5
7457,1,PROPN,xcomp,NOUN,french,0,2
7458,2,VERB,ccomp,NUM,french,0,10
7459,1,PROPN,nsubjpass,X,french,3,0
7460,325,VERB,cop,PROPN,french,783,28
7461,811,PRON,nmod,VERB,french,1723,1230
7462,74,PRON,nsubj,PROPN,french,270,4
7463,1,CONJ,compound,PROPN,french,0,1
7464,1,NOUN,appos,ADV,french,0,3
7465,3,X,nsubj,X,french,15,0
7466,1,AUX,auxpass,PRON,french,0,1
7467,17,NUM,nummod,ADP,german,1,18
7468,9,NOUN,nmod,CONJ,german,0,46
7469,1088,VERB,advcl,VERB,german,2464,10797
7470,5,PROPN,det,PRON,german,0,16
7471,6,PRON,neg,ADJ,german,7,0
7472,7,VERB,advcl,ADV,german,0,78
7473,54,PROPN,nummod,PROPN,german,60,14
7474,7,NUM,appos,VERB,german,2,44
7475,1,VERB,nsubjpass,VERB,german,3,0
7476,1,ADP,nsubj,VERB,german,2,0
7477,2,ADJ,conj,PRON,german,0,24
7478,38,NUM,nummod,ADJ,german,90,0
7479,13,NOUN,nsubj,ADV,german,64,23
7480,2,PART,neg,SCONJ,german,0,3
7481,4,ADP,mark,PROPN,german,0,12
7482,5,X,conj,X,german,0,16
7483,436,PROPN,dobj,VERB,german,799,1198
7484,1,ADV,conj,PART,german,0,2
7485,2,NUM,nsubj,ADJ,german,4,0
7486,5,ADP,case,CONJ,german,0,14
7487,2,ADP,appos,NOUN,german,0,10
7488,6,PRON,nmod,ADP,german,0,11
7489,1,PART,parataxis,VERB,german,0,11
7490,146,PRON,nmod,ADJ,german,531,66
7491,3,ADV,appos,ADJ,german,0,13
7492,1,ADV,conj,ADP,german,0,2
7493,22,ADV,mwe,ADV,german,13,11
7494,3,X,nsubjpass,VERB,german,10,0
7495,45,PART,neg,NOUN,german,105,22
7496,2,NOUN,csubjpass,VERB,german,0,22
7497,1,PART,appos,PROPN,german,1,0
7498,1,DET,nmod:poss,NUM,german,1,0
7499,1,VERB,parataxis,ADV,german,0,5
7500,1,PROPN,mwe,ADP,german,0,1
7501,14,PRON,advmod,NOUN,german,42,0
7502,13,NOUN,parataxis,NOUN,german,4,73
7503,7267,ADV,advmod,VERB,german,21238,6190
7504,6755,ADP,case,PROPN,german,12616,23
7505,1,PRON,dep,AUX,german,0,1
7506,2,PROPN,conj,PRON,german,0,5
7507,3,VERB,xcomp,PRON,german,0,24
7508,12,VERB,appos,VERB,german,27,49
7509,10544,PUNCT,punct,NOUN,german,5131,40482
7510,2,AUX,dep,VERB,german,1,11
7511,521,PRON,nsubj,ADJ,german,2531,39
7512,75,ADJ,conj,NOUN,german,6,486
7513,16,PRON,appos,NOUN,german,11,110
7514,1,NUM,advcl,VERB,german,0,19
7515,43,CONJ,cc,ADP,german,2,81
7516,2,AUX,parataxis,VERB,german,0,14
7517,404,PROPN,nmod,ADJ,german,1247,293
7518,18,NUM,dep,VERB,german,96,52
7519,26,NUM,conj,VERB,german,14,230
7520,2181,VERB,cop,ADJ,german,7426,866
7521,1,PRON,nsubj,SCONJ,german,0,1
7522,1,X,cc,PROPN,german,0,1
7523,2,ADV,dep,NOUN,german,0,2
7524,1,ADP,conj,PROPN,german,0,10
7525,516,NUM,nmod,PROPN,german,230,598
7526,3,VERB,nsubj,VERB,german,11,0
7527,79,ADJ,amod,ADJ,german,61,128
7528,1894,DET,nmod:poss,NOUN,german,2602,0
7529,2,CONJ,dep,PRON,german,1,2
7530,6,CONJ,cc,DET,german,0,6
7531,6,ADJ,acl,PRON,german,0,62
7532,40,ADJ,amod,ADP,german,2,63
7533,2,SCONJ,mark,AUX,german,14,0
7534,1,ADP,appos,ADJ,german,8,0
7535,19,PUNCT,punct,CONJ,german,2,45
7536,3,X,appos,VERB,german,0,32
7537,14,PRON,iobj,ADJ,german,44,0
7538,4,NUM,amod,NUM,german,11,0
7539,1039,PROPN,name,NOUN,german,2209,45
7540,2,PART,advmod,NUM,german,3,0
7541,2,NOUN,dobj,ADV,german,0,7
7542,54,NOUN,cop,ADJ,german,127,5
7543,1,NOUN,nsubj,SCONJ,german,0,3
7544,6,PRON,appos,PRON,german,0,21
7545,7,PRON,conj,PROPN,german,0,84
7546,8,ADV,conj,NOUN,german,0,32
7547,67,PROPN,nsubj,PROPN,german,191,11
7548,6351,PUNCT,punct,PROPN,german,4032,15561
7549,2,NOUN,iobj,PRON,german,0,9
7550,2,PROPN,mark,PROPN,german,0,4
7551,1,VERB,ccomp,X,german,0,4
7552,3,X,punct,PROPN,german,0,3
7553,4,ADJ,xcomp,ADP,german,0,4
7554,1,NOUN,ccomp,ADJ,german,0,5
7555,599,NOUN,iobj,VERB,german,1561,1051
7556,77,VERB,cop,PRON,german,134,53
7557,1,NOUN,det,VERB,german,0,7
7558,3,SCONJ,mark,ADV,german,5,1
7559,3,NOUN,dobj,NUM,german,0,26
7560,3,DET,compound,NOUN,german,4,0
7561,55,CONJ,case,NOUN,german,106,0
7562,6,NOUN,nsubj,AUX,german,33,3
7563,9,CONJ,dep,NOUN,german,15,19
7564,104,PART,neg,ADJ,german,156,1
7565,4,VERB,cop,X,german,9,1
7566,4,CONJ,conj,VERB,german,0,21
7567,6,NOUN,dobj,AUX,german,8,13
7568,2,NUM,nmod,CONJ,german,0,6
7569,10,ADP,conj,NOUN,german,7,41
7570,9,PART,mwe,NOUN,german,0,22
7571,1530,PROPN,det,NOUN,german,320,3297
7572,1,ADP,nsubj,NOUN,german,5,0
7573,188,CONJ,cc,NUM,german,0,281
7574,1,CONJ,advmod,ADJ,german,1,0
7575,213,PROPN,amod,NOUN,german,277,3
7576,11,ADJ,advmod,ADP,german,12,0
7577,3,PRON,acl,PROPN,german,0,10
7578,1245,ADP,case,NUM,german,1321,10
7579,85,ADJ,ccomp,VERB,german,157,490
7580,21,NUM,root,ROOT,german,0,136
7581,3,ADP,advmod,VERB,german,20,0
7582,5,NUM,nmod,AUX,german,0,35
7583,3,CONJ,cc,PART,german,0,4
7584,1,X,mark,VERB,german,0,4
7585,28,NOUN,advcl,VERB,german,38,264
7586,31,PROPN,dep,NOUN,german,198,37
7587,1,NOUN,xcomp,ADJ,german,0,3
7588,76,SCONJ,mark,NOUN,german,440,35
7589,1,NUM,cop,ADJ,german,1,0
7590,15,VERB,conj,PROPN,german,0,187
7591,8,ADJ,nsubj,VERB,german,12,23
7592,3684,CONJ,cc,NOUN,german,243,11829
7593,210,NOUN,compound,PROPN,german,313,4
7594,1,DET,nmod:poss,ADJ,german,1,0
7595,1,ADJ,mwe,ADP,german,1,0
7596,14,NOUN,conj,ADV,german,0,67
7597,10,X,advmod,PROPN,german,27,17
7598,4,VERB,appos,ADJ,german,2,13
7599,2,VERB,appos,PRON,german,0,17
7600,17,NUM,nsubj,VERB,german,45,11
7601,258,NOUN,conj,PROPN,german,18,1647
7602,7,SCONJ,mark,PROPN,german,36,0
7603,3,AUX,auxpass,ADJ,german,8,0
7604,5,PROPN,dobj,ADP,german,0,14
7605,1,PROPN,nsubj,ADV,german,2,0
7606,6,AUX,cop,ADJ,german,10,2
7607,1,X,punct,ADJ,german,0,5
7608,6,PROPN,conj,CONJ,german,0,20
7609,41,PRON,advmod,VERB,german,239,16
7610,3,ADP,case,PART,german,6,0
7611,2,AUX,acl,NOUN,german,0,15
7612,1,ADP,nsubjpass,VERB,german,7,0
7613,175,PROPN,nsubj,ADJ,german,1110,46
7614,10,ADV,mark,NOUN,german,0,48
7615,1,PART,nsubj,VERB,german,0,2
7616,131,PROPN,cc,PROPN,german,5,200
7617,1,VERB,det,PROPN,german,2,0
7618,1,SCONJ,mark,PART,german,9,0
7619,6,NUM,cop,NOUN,german,9,0
7620,15,X,appos,PROPN,german,0,36
7621,30,NOUN,nsubjpass,ADJ,german,222,0
7622,2,PRON,mwe,VERB,german,9,0
7623,21099,ADP,case,NOUN,german,45817,415
7624,1,ADV,nmod,ADJ,german,3,0
7625,6,ADP,acl,NOUN,german,16,25
7626,59,NUM,nummod,NUM,german,56,16
7627,800,PUNCT,punct,NUM,german,320,838
7628,3,PART,mwe,PRON,german,0,3
7629,9,ADV,appos,NOUN,german,10,23
7630,1,X,amod,ADP,german,0,1
7631,44,PROPN,name,ADJ,german,89,0
7632,1,X,cc,X,german,1,0
7633,9,VERB,parataxis,PROPN,german,0,67
7634,1,PRON,acl,ADJ,german,1,0
7635,1,PART,neg,AUX,german,0,2
7636,4,PART,neg,PROPN,german,13,0
7637,1,VERB,parataxis,PART,german,0,16
7638,2,X,compound,ADJ,german,4,0
7639,93,VERB,csubj,VERB,german,164,691
7640,8,PRON,conj,PRON,german,0,40
7641,141,PART,neg,ADV,german,136,5
7642,91,PROPN,nmod,ADP,german,18,261
7643,1,X,nmod,AUX,german,0,3
7644,35,NOUN,amod,NOUN,german,91,1
7645,5,X,dep,ADP,german,0,9
7646,212,VERB,acl,VERB,german,250,1877
7647,1,AUX,cop,VERB,german,0,1
7648,6,NOUN,dep,PROPN,german,24,7
7649,8,PRON,acl,NOUN,german,0,31
7650,8,ADV,conj,VERB,german,0,89
7651,7,NOUN,compound,NUM,german,7,0
7652,14,PRON,nsubjpass,PROPN,german,63,0
7653,1,NUM,conj,X,german,0,4
7654,1,ADJ,mark,VERB,german,0,3
7655,1,PROPN,nsubj,AUX,german,0,2
7656,193,ADV,advmod,PART,german,110,90
7657,341,VERB,acl,PROPN,german,34,3689
7658,4,PROPN,xcomp,PROPN,german,0,8
7659,18,NOUN,conj,PRON,german,0,88
7660,82,NOUN,appos,VERB,german,168,366
7661,966,CONJ,cc,ADJ,german,175,1635
7662,1,PROPN,det,ADP,german,0,2
7663,102,DET,det,ADJ,german,178,0
7664,5,PRON,advmod,NUM,german,8,0
7665,3,PROPN,nmod,X,german,0,10
7666,3,ADJ,appos,PRON,german,5,7
7667,3,NOUN,dobj,PRON,german,0,8
7668,1,NOUN,csubj,ADJ,german,0,10
7669,1,PROPN,nsubjpass,AUX,german,1,0
7670,1,AUX,aux,ADJ,german,9,0
7671,7,ADJ,advcl,NOUN,german,8,74
7672,46,PRON,nsubj,ADP,german,163,1
7673,3,ADJ,xcomp,NOUN,german,3,4
7674,1,VERB,xcomp,ADP,german,0,5
7675,1,ADV,conj,CONJ,german,0,1
7676,3096,PUNCT,punct,ADJ,german,1330,14766
7677,1183,ADP,mark,VERB,german,1670,7464
7678,4,PART,mwe,PROPN,german,0,6
7679,2,NOUN,amod,ADP,german,0,3
7680,5,VERB,advcl,AUX,german,39,0
7681,7,ADJ,conj,PROPN,german,0,30
7682,8,ADP,mwe,PROPN,german,0,12
7683,1,PROPN,iobj,ADV,german,0,4
7684,102,NUM,nummod,PROPN,german,132,28
7685,1,DET,nmod,NOUN,german,0,2
7686,1,NOUN,nsubj,DET,german,0,1
7687,64,DET,det,NUM,german,80,6
7688,34,NOUN,iobj,ADJ,german,71,11
7689,7,CONJ,case,ADJ,german,10,0
7690,1,PRON,nmod,NUM,german,0,2
7691,72,NOUN,conj,ADJ,german,29,409
7692,1,PUNCT,conj,VERB,german,0,29
7693,6,ADP,case,AUX,german,0,36
7694,1765,VERB,acl,NOUN,german,90,18728
7695,128,ADJ,advmod,PROPN,german,300,39
7696,3,X,advmod,X,german,1,9
7697,11,ADV,neg,ADV,german,10,1
7698,764,PROPN,det,PROPN,german,773,438
7699,71,ADV,advmod,SCONJ,german,66,5
7700,1,ADJ,advmod,DET,german,1,0
7701,172,ADP,case,ADV,german,169,17
7702,1,ADJ,xcomp,PRON,german,0,4
7703,10,ADJ,acl,VERB,german,7,67
7704,18,NOUN,nmod,AUX,german,45,77
7705,11,PRON,appos,PROPN,german,0,38
7706,1,ADV,nmod,NUM,german,0,3
7707,8,PROPN,dep,PROPN,german,9,16
7708,172,VERB,conj,NOUN,german,7,1353
7709,276,PRON,neg,NOUN,german,389,0
7710,111,ADP,xcomp,VERB,german,171,445
7711,3,ADV,acl,NOUN,german,1,13
7712,11,PROPN,aux,PROPN,german,17,0
7713,1,PART,nmod,ADJ,german,0,3
7714,539,ADJ,amod,PROPN,german,992,27
7715,88,ADJ,amod,VERB,german,137,310
7716,3,DET,nsubj,ADJ,german,14,0
7717,2,AUX,conj,VERB,german,0,11
7718,7,VERB,dobj,VERB,german,20,6
7719,3,ADJ,cop,NOUN,german,15,1
7720,1,NOUN,dep,ADV,german,0,7
7721,1,ADV,neg,AUX,german,0,1
7722,4,X,dep,X,german,6,2
7723,4,PROPN,det,ADJ,german,17,5
7724,12,X,case,X,german,12,0
7725,3,PART,case,PROPN,german,0,3
7726,40,NOUN,parataxis,VERB,german,62,386
7727,22,NOUN,nsubj,PRON,german,74,21
7728,968,PART,aux,VERB,german,941,27
7729,9,ADJ,appos,ADJ,german,0,38
7730,2,VERB,parataxis,X,german,0,6
7731,114,VERB,acl,PRON,german,67,906
7732,1,X,nummod,ADV,german,1,0
7733,1,CONJ,csubjpass,VERB,german,0,2
7734,2,CONJ,advmod,NOUN,german,2,1
7735,4,PROPN,iobj,ADJ,german,22,0
7736,5,ADV,mark,ADJ,german,11,4
7737,17,X,punct,NOUN,german,12,13
7738,25,PROPN,nmod,ADV,german,1,77
7739,95,VERB,advcl,NOUN,german,215,840
7740,234,ADJ,xcomp,VERB,german,150,637
7741,1,PART,advcl,VERB,german,0,16
7742,609,PROPN,nsubj,NOUN,german,3315,195
7743,693,PRON,nmod,VERB,german,3048,776
7744,15,PROPN,xcomp,VERB,german,5,61
7745,1,AUX,aux,NOUN,german,5,0
7746,2,NOUN,punct,PROPN,german,1,1
7747,20,PUNCT,case,PROPN,german,0,20
7748,1,NOUN,conj,SCONJ,german,0,4
7749,4,X,acl,PROPN,german,0,7
7750,884,ADJ,conj,ADJ,german,7,3163
7751,18,ADP,advmod,NUM,german,22,0
7752,1,ADJ,conj,DET,german,0,2
7753,4,DET,det,AUX,german,0,25
7754,2,X,appos,X,german,0,10
7755,1,ADP,xcomp,NUM,german,0,5
7756,7,NOUN,compound,PRON,german,0,7
7757,4,AUX,cop,NOUN,german,17,5
7758,1554,ADJ,root,ROOT,german,0,13632
7759,1,X,advmod,PRON,german,1,0
7760,2,SCONJ,mark,X,german,7,0
7761,1,X,cc,NUM,german,0,1
7762,1,NOUN,csubjpass,NOUN,german,0,5
7763,4,PUNCT,dep,ADJ,german,4,13
7764,1,VERB,xcomp,AUX,german,1,0
7765,11,NOUN,det,ADJ,german,30,21
7766,31,NOUN,dobj,ADP,german,3,93
7767,1,ADJ,advcl,PRON,german,0,12
7768,1,ADP,det,NOUN,german,0,4
7769,1,CONJ,xcomp,VERB,german,0,2
7770,6,CONJ,advmod,VERB,german,34,3
7771,1,PRON,dobj,ADV,german,1,0
7772,13,ADJ,parataxis,ADJ,german,11,134
7773,48,NOUN,dep,NOUN,german,187,77
7774,3,PART,dep,VERB,german,5,2
7775,2,CONJ,root,ROOT,german,0,3
7776,22,AUX,root,ROOT,german,0,239
7777,1,NOUN,iobj,AUX,german,2,0
7778,4,NOUN,advcl,ADJ,german,18,44
7779,1,PRON,nummod,NOUN,german,1,0
7780,6,ADV,mwe,CONJ,german,0,6
7781,1,ADV,dep,VERB,german,10,0
7782,8,ADJ,parataxis,NOUN,german,0,118
7783,1,AUX,conj,ADJ,german,15,0
7784,1,NUM,nummod,PUNCT,german,0,1
7785,11,NOUN,appos,PRON,german,0,35
7786,2,NOUN,nsubj,X,german,5,0
7787,1,PROPN,cop,ADP,german,1,0
7788,18,ADP,case,X,german,34,1
7789,1,NOUN,conj,PUNCT,german,0,5
7790,1,X,parataxis,PRON,german,1,0
7791,10,CONJ,case,PRON,german,14,1
7792,1,ADJ,nsubj,NOUN,german,0,3
7793,1,CONJ,appos,VERB,german,8,0
7794,4,PRON,nmod,ADV,german,2,6
7795,1,PRON,mwe,PRON,german,1,0
7796,1,CONJ,conj,ADV,german,0,2
7797,11,ADJ,det,NOUN,german,12,6
7798,1,VERB,dep,ADJ,german,0,18
7799,4,X,nmod,NUM,german,0,8
7800,2,NOUN,ccomp,NOUN,german,0,18
7801,1,DET,iobj,PROPN,german,2,0
7802,31,PRON,nsubjpass,NOUN,german,167,5
7803,22,VERB,cop,ADV,german,58,13
7804,11,PRON,advmod,ADJ,german,39,0
7805,4,ADV,appos,PROPN,german,0,8
7806,34,NOUN,acl,PROPN,german,17,228
7807,13,NOUN,nmod,X,german,16,39
7808,2110,PROPN,nsubj,VERB,german,5692,1549
7809,2,NUM,dep,X,german,1,2
7810,325,NUM,conj,NUM,german,0,788
7811,4,PROPN,dobj,ADJ,german,8,0
7812,40,PROPN,dobj,PROPN,german,11,63
7813,219,ADJ,conj,VERB,german,4,2256
7814,2000,NOUN,nsubjpass,VERB,german,13717,182
7815,14,ADV,advmod,AUX,german,31,14
7816,3,ADJ,csubjpass,VERB,german,10,11
7817,13,ADJ,amod,PRON,german,20,30
7818,5,PRON,cop,ADJ,german,38,0
7819,16,ADP,case,ADP,german,8,17
7820,2,DET,det,DET,german,2,0
7821,1,VERB,appos,PROPN,german,0,6
7822,2,NOUN,auxpass,VERB,german,6,25
7823,1,DET,mwe,ADV,german,1,0
7824,22,PRON,nmod,PROPN,german,71,3
7825,2,NOUN,dep,CONJ,german,0,5
7826,32,PROPN,appos,VERB,german,23,240
7827,2,PUNCT,punct,SCONJ,german,0,3
7828,10,VERB,appos,NOUN,german,7,44
7829,6,PUNCT,dep,VERB,german,0,28
7830,1,ADJ,nmod,VERB,german,0,3
7831,36,NUM,compound,NOUN,german,68,10
7832,2,CONJ,mwe,ADP,german,2,1
7833,12,ADP,case,DET,german,12,0
7834,8,PROPN,parataxis,VERB,german,29,68
7835,3,X,advmod,NUM,german,3,0
7836,28,NUM,compound,NUM,german,35,14
7837,5,ADV,mwe,ADP,german,1,4
7838,3,PRON,mark,ADJ,german,17,0
7839,1,PROPN,advcl,NUM,german,0,7
7840,1,ADP,parataxis,NOUN,german,0,3
7841,7,PART,root,ROOT,german,0,19
7842,60,VERB,parataxis,ADJ,german,9,506
7843,17,NUM,nmod,ADP,german,1,24
7844,1,CONJ,conj,SCONJ,german,0,3
7845,1,VERB,conj,CONJ,german,0,4
7846,1,ADV,neg,NOUN,german,3,0
7847,9,X,dep,NUM,german,9,3
7848,1269,PROPN,nmod,PROPN,german,101,3524
7849,2997,PROPN,nmod,VERB,german,6909,8928
7850,6,PRON,nsubjpass,ADJ,german,19,0
7851,3,AUX,conj,NOUN,german,0,9
7852,5,PRON,ccomp,VERB,german,15,22
7853,1,PRON,cop,NOUN,german,2,0
7854,13,NOUN,det,NUM,german,0,44
7855,730,ADV,advmod,ADV,german,711,72
7856,1,PROPN,expl,PROPN,german,0,1
7857,1,PRON,compound,NOUN,german,2,0
7858,51,PROPN,dep,VERB,german,394,4
7859,2,NOUN,dobj,PART,german,4,0
7860,1,CONJ,mwe,CONJ,german,0,1
7861,1,NOUN,det,ADV,german,0,2
7862,4,NOUN,advmod,VERB,german,11,3
7863,23,VERB,acl,ADJ,german,30,175
7864,19,VERB,dep,VERB,german,28,203
7865,46,PUNCT,punct,ADP,german,14,172
7866,3,ADJ,advmod,SCONJ,german,4,0
7867,1,PART,cc,VERB,german,10,0
7868,1,PRON,dobj,CONJ,german,0,2
7869,1,ADP,appos,VERB,german,0,9
7870,1,ADJ,amod,AUX,german,1,0
7871,8,X,punct,NUM,german,8,4
7872,166,ADV,advmod,PRON,german,160,57
7873,2,X,cc,ADP,german,0,2
7874,7,NOUN,dep,AUX,german,25,13
7875,25,X,appos,NOUN,german,0,51
7876,2,ADP,conj,ADJ,german,0,5
7877,4,ADV,neg,ADJ,german,4,0
7878,8,VERB,dep,NOUN,german,1,123
7879,1,ADV,cop,NOUN,german,13,0
7880,5639,NOUN,nsubj,VERB,german,17857,5880
7881,1,PRON,nsubj,PUNCT,german,12,0
7882,1,ADV,amod,VERB,german,1,0
7883,2,PROPN,case,NOUN,german,2,2
7884,1,ADV,amod,PROPN,german,1,0
7885,1,ADJ,acl,ADV,german,0,8
7886,7,PROPN,appos,ADP,german,0,16
7887,2,NOUN,nmod,SCONJ,german,0,7
7888,3,NUM,nsubj,NOUN,german,10,0
7889,1,VERB,advmod,ADJ,german,0,10
7890,1,X,dep,DET,german,0,1
7891,1,PROPN,det,NUM,german,1,0
7892,4,VERB,advcl,NUM,german,10,38
7893,21,PROPN,appos,ADJ,german,0,63
7894,1,PROPN,appos,DET,german,0,2
7895,2,NUM,compound,PROPN,german,4,0
7896,32,ADV,root,ROOT,german,0,170
7897,35,NOUN,nsubjpass,NOUN,german,224,34
